text,intents,slots
how can I get a card for my saving account?,"['savings', 'account', 'how', 'card', 'make_open_apply_setup_get_activate']",
i'd like to make a spa reservation for tonight,"['booking', 'spa', 'make_open_apply_setup_get_activate']",
i wanted to ask about loans,"['loan', 'request_info']",
I would like to select an existing payee,"['make_open_apply_setup_get_activate', 'existing']",
"We arrive on the 11th with our two boys, staying for 3 nights and leaving on the 14th.",,"{'date_period': {'value': '3 nights', 'span': [53, 61], 'norm_values': {'type': 'relative', 'days': 3}}, 'date_from': {'value': '11th', 'span': [17, 21], 'norm_value': {'day': 11, 'month': 4, 'year': 2022}}, 'date_to': {'value': '14th', 'span': [81, 85], 'norm_value': {'day': 14, 'month': 4, 'year': 2022}}, 'kids': {'value': 'two', 'span': [31, 34], 'norm_value': 2}}"
Did I spend less than usual amount for pay check from the 3rd to Jan 22,"['request_info', 'less_lower_before', 'transfer_payment_deposit']","{'date_from': {'value': '3rd', 'span': [58, 61], 'norm_value': {'day': 3, 'month': 4, 'year': 2022}}, 'date_to': {'value': 'Jan 22', 'span': [65, 71], 'norm_value': {'day': 22, 'month': 1, 'year': 2023}}, 'shopping_category': {'value': 'pay check', 'span': [39, 48], 'norm_value': 'pay check'}}"
My pin isn't working,"['pin', 'wrong_notworking_notshowing']",
I will arrive on Sep the 18th,,"{'date_from': {'value': 'Sep the 18th', 'span': [17, 29], 'norm_value': {'day': 18, 'month': 9, 'year': 2022}}}"
"Something's wrong with the shower, only cold water since 25 past 17 afternoon today.","['wrong_notworking_notshowing', 'room_ammenities']","{'date': {'value': 'today', 'span': [78, 83], 'norm_value': {'day': 15, 'month': 3, 'year': 2022}}, 'time_from': {'value': '25 past 17 afternoon', 'span': [57, 77], 'norm_value': {'hour': 17, 'minute': 25}}}"
the room was supposedly cleaned but this is still pretty dirty,"['housekeeping', 'wrong_notworking_notshowing']",
"supposedly I spent  3232 euros in last 4 hours, are you kidding me?","['wrong_notworking_notshowing', 'transfer_payment_deposit']","{'time_period': {'value': 'last 4 hours', 'span': [34, 46], 'norm_values': {'type': 'absolute', 'from': {'hour': 5, 'minute': 0}, 'to': {'hour': 9, 'minute': 0}}}, 'amount_of_money': {'value': '3232 euros', 'span': [20, 30], 'norm_value': {'amount': 3232.0, 'currency': 'EUR'}}}"
What is the procedure to change my address in the system?,"['change', 'how']",
i have closed my savings account and i want to get a refund of the money i had there,"['refund', 'cancel_close_leave_freeze', 'savings', 'account']",
Let's say 6,,"{'number': {'value': '6', 'span': [10, 11], 'norm_value': 6}}"
omg how do I do that?,['how'],
arrange a meeting with us,"['appointment', 'make_open_apply_setup_get_activate']",
"yep, book it under jon!","['affirm', 'booking']",
How do I cash in a cheque?,"['cheque', 'how', 'transfer_payment_deposit']",
I wanna open another reservation,"['new', 'booking', 'make_open_apply_setup_get_activate']",
"Yes, I would like to ask something else",['affirm'],
where can I find the list of all my current standing orders?,"['request_info', 'standing_order']",
its a new reservation,"['booking', 'new']",
can i get a meeting to talk about my savings account,"['appointment', 'savings', 'account', 'make_open_apply_setup_get_activate']",
pay it from my current account,"['make_open_apply_setup_get_activate', 'transfer_payment_deposit', 'current', 'account']",
I didn't forget it,"['lost_stolen', 'deny']",
"i wont be able to make it to my appointment in 35 minutes, my name is allycia watford","['cancel_close_leave_freeze', 'appointment']","{'person_name': {'value': 'allycia watford', 'span': [70, 85], 'norm_value': 'allycia watford'}}"
Close it,['cancel_close_leave_freeze'],
use my savings account,"['savings', 'account']",
It's 3 days away from now.,,"{'date': {'value': '3 days away from now', 'span': [5, 25], 'norm_value': {'day': 18, 'month': 3, 'year': 2022}}}"
what is the cost of the spa,"['how_much', 'spa']",
i need to cancel my booking,"['cancel_close_leave_freeze', 'booking']",
Repeat,['repeat'],
earlier than 7 if you can,['less_lower_before'],"{'time': {'value': '7', 'span': [13, 14], 'norm_value': {'hour': 7, 'minute': 0}}}"
"I'll arrive earlier than what I thought, can I check in already at 12:45 p.m.?","['less_lower_before', 'request_info', 'check_in']","{'time': {'value': '12:45 p.m.', 'span': [67, 77], 'norm_value': {'hour': 12, 'minute': 45}}}"
myself only,,"{'adults': {'value': 'myself', 'span': [0, 6], 'norm_value': 1}}"
What are the benefits of paying by card?,"['request_info', 'card', 'transfer_payment_deposit']",
leaving on the Thursday,,"{'date_to': {'value': 'Thursday', 'span': [15, 23], 'norm_value': {'day': 17, 'month': 3, 'year': 2022}}}"
Please book it for 11/04/23,['make_open_apply_setup_get_activate'],"{'date': {'value': '11/04/23', 'span': [19, 27], 'norm_value': {'day': 11, 'month': 4, 'year': 2023}}}"
I need to park it for 30 minutes,['parking'],"{'time_period': {'value': '30 minutes', 'span': [22, 32], 'norm_values': {'type': 'relative', 'days': 30.0}}}"
Did I spend less than 5885 at amazon prime during 2017,"['less_lower_before', 'request_info', 'transfer_payment_deposit']","{'date_period': {'value': 'during 2017', 'span': [43, 54], 'norm_values': {'type': 'absolute', 'from': {'day': 1, 'month': 1, 'year': 2017}, 'to': {'day': 31, 'month': 12, 'year': 2017}}}, 'amount_of_money': {'value': '5885', 'span': [22, 26], 'norm_value': {'amount': 5885.0, 'currency': 'ambiguous'}}, 'company_name': {'value': 'amazon prime', 'span': [30, 42], 'norm_value': 'amazon prime'}}"
I cannot figure out how to increase my overdraft limits.,"['more_higher_after', 'overdraft', 'limits', 'dont_know', 'change', 'wrong_notworking_notshowing']",
We'll need at least 3 rooms for 6 nights.,,"{'date_period': {'value': '6 nights', 'span': [32, 40], 'norm_values': {'type': 'relative', 'days': 6}}, 'rooms': {'value': '3', 'span': [20, 21], 'norm_value': 3}}"
Is the cost lower if I book for 5 nights?,"['request_info', 'booking', 'less_lower_before']","{'date_period': {'value': '5 nights', 'span': [32, 40], 'norm_values': {'type': 'relative', 'days': 5}}}"
How much is my current overdraft limit on my credit card?,"['how_much', 'card', 'credit', 'overdraft', 'limits']",
We need a room from the 24th to the 4th . We need an accessible room. It is for one adult and one child.,"['booking', 'make_open_apply_setup_get_activate', 'accesibility']","{'date_from': {'value': '24th', 'span': [24, 28], 'norm_value': {'day': 24, 'month': 3, 'year': 2022}}, 'date_to': {'value': '4th', 'span': [36, 39], 'norm_value': {'day': 4, 'month': 4, 'year': 2022}}, 'kids': {'value': 'one', 'span': [94, 97], 'norm_value': 1}, 'adults': {'value': 'one', 'span': [80, 83], 'norm_value': 1}, 'rooms': {'value': 'a room', 'span': [8, 14], 'norm_value': 1}}"
"Yes, Feb the 12th is correct.",['affirm'],"{'date': {'value': 'Feb the 12th', 'span': [5, 17], 'norm_value': {'day': 12, 'month': 2, 'year': 2023}}}"
from overseas,['international'],
i'd like to order some food to room 237.,"['room_service', 'make_open_apply_setup_get_activate']","{'number': {'value': '237', 'span': [36, 39], 'norm_value': 237}}"
i can't seem to find my watch,['lost_stolen'],
Since several days ago.,,"{'date_period': {'value': 'several days ago', 'span': [6, 22], 'norm_values': {'type': 'ambiguous'}}}"
With my phone,,
I would like to deposit £2700 to my savings account.,"['savings', 'account', 'make_open_apply_setup_get_activate', 'transfer_payment_deposit']","{'amount_of_money': {'value': '£2700', 'span': [24, 29], 'norm_value': {'amount': 2700.0, 'currency': 'GBP'}}}"
are there any payments to elia greek restaurant between May 22 and May 29th,"['request_info', 'transfer_payment_deposit']","{'date_from': {'value': 'May 22', 'span': [56, 62], 'norm_value': {'day': 22, 'month': 5, 'year': 2022}}, 'date_to': {'value': 'May 29th', 'span': [67, 75], 'norm_value': {'day': 29, 'month': 5, 'year': 2022}}, 'company_name': {'value': 'elia greek restaurant', 'span': [26, 47], 'norm_value': 'elia greek restaurant'}}"
this conversation is not working at all,['handoff'],
I need this to arrive before the 14 Jan,"['arrival', 'less_lower_before']","{'date': {'value': '14 Jan', 'span': [33, 39], 'norm_value': {'day': 14, 'month': 1, 'year': 2023}}}"
can i verify my debit?,"['debit', 'request_info']",
Let me talk to a person,['handoff'],
i want to pay him by card,"['card', 'transfer_payment_deposit']",
I will arrive in 3 days,,"{'date_from': {'value': 'in 3 days', 'span': [14, 23], 'norm_value': {'day': 18, 'month': 3, 'year': 2022}}}"
i only wanted to check if that action had any interests,"['request_info', 'fees_interests']",
howdy,['greet'],
"No, it's not lost","['lost_stolen', 'deny']",
I could not transfer on Thursday.,"['transfer_payment_deposit', 'wrong_notworking_notshowing', 'make_open_apply_setup_get_activate']","{'date': {'value': 'Thursday', 'span': [24, 32], 'norm_value': {'day': 17, 'month': 3, 'year': 2022}}}"
I want to leave in 5 days,,"{'date_to': {'value': 'in 5 days', 'span': [16, 25], 'norm_value': {'day': 20, 'month': 3, 'year': 2022}}}"
to confirm my room they couldn't find it do you have a one someone there to talk to,"['handoff', 'existing', 'booking']","{'rooms': {'value': 'my room', 'span': [11, 18], 'norm_value': 1}}"
If you don't refund me I will sue,['refund'],
"Thank you, I'll see what I can do about my mortgage","['mortgage', 'thank']",
why do i need my pin to ask a question about overdrafts?,"['pin', 'overdraft', 'why']",
Is this then lower or what?,"['request_info', 'less_lower_before']",
transfer 320€ at 15 to 6 a.m. to the current account,"['current', 'make_open_apply_setup_get_activate', 'transfer_payment_deposit', 'account']","{'time': {'value': '15 to 6 a.m.', 'span': [17, 29], 'norm_value': {'hour': 5, 'minute': 45}}, 'amount_of_money': {'value': '320€', 'span': [9, 13], 'norm_value': {'amount': 320.0, 'currency': 'EUR'}}}"
when will I be able to see my balance online again?,"['balance', 'when']",
Is WiFi free?,"['how_much', 'wifi']",
"Absolutely, I am happy to have that appointment and finally close this nagging account.","['cancel_close_leave_freeze', 'appointment', 'affirm', 'account']",
in what did I spend most last month?,"['more_higher_after', 'transfer_payment_deposit', 'request_info']","{'date_period': {'value': 'last month', 'span': [25, 35], 'norm_values': {'type': 'absolute', 'from': {'day': 1, 'month': 2, 'year': 2022}, 'to': {'day': 28, 'month': 2, 'year': 2022}}}}"
why was I charged 1.05 pounds for the transfer I made on Saturday last week?,"['transfer_payment_deposit', 'fees_interests', 'why']","{'date': {'value': 'Saturday last week', 'span': [57, 75], 'norm_value': {'day': 12, 'month': 3, 'year': 2022}}, 'amount_of_money': {'value': '1.05 pounds', 'span': [18, 29], 'norm_value': {'amount': 1.05, 'currency': 'GBP'}}}"
What is going to happen if I don't pay that before 2pm today?,"['request_info', 'transfer_payment_deposit', 'less_lower_before']","{'time': {'value': '2pm', 'span': [51, 54], 'norm_value': {'hour': 14, 'minute': 0}}, 'date': {'value': 'today', 'span': [55, 60], 'norm_value': {'day': 15, 'month': 3, 'year': 2022}}}"
Did I spend more than 334 during 2019,"['request_info', 'transfer_payment_deposit', 'more_higher_after']","{'date': {'value': '2019', 'span': [33, 37], 'norm_value': {'day': 1, 'month': 1, 'year': 2019}}, 'amount_of_money': {'value': '334', 'span': [22, 25], 'norm_value': {'amount': 334.0, 'currency': 'ambiguous'}}}"
i already have one,['existing'],
I would to book a weekend away for myself and my husband for the 29 May please.,"['booking', 'make_open_apply_setup_get_activate']","{'date_period': {'value': 'a weekend', 'span': [16, 25], 'norm_values': {'type': 'relative', 'days': 2}}, 'date_from': {'value': '29 May', 'span': [65, 71], 'norm_value': {'day': 29, 'month': 5, 'year': 2022}}, 'adults': {'value': 'myself and my husband', 'span': [35, 56], 'norm_value': 2}}"
I want to make a transfer to an existing current account,"['account', 'make_open_apply_setup_get_activate', 'transfer_payment_deposit', 'current', 'existing']",
Room service order to room 1032,"['room_service', 'make_open_apply_setup_get_activate']",
i want to set up a new overdraft,"['overdraft', 'make_open_apply_setup_get_activate', 'new']",
that's from the 17th of May for me and my wife,,"{'date_from': {'value': '17th of May', 'span': [16, 27], 'norm_value': {'day': 17, 'month': 5, 'year': 2022}}, 'adults': {'value': 'me and my wife', 'span': [32, 46], 'norm_value': 2}}"
How much is this thing?,['how_much'],
remove the direct debit for scribbler,"['cancel_close_leave_freeze', 'direct_debit']","{'company_name': {'value': 'scribbler', 'span': [28, 37], 'norm_value': 'scribbler'}}"
When it comes to loans I'd prefer talking to a human tbh,"['loan', 'handoff']",
Will anything change if I open the account tomorrow?,"['make_open_apply_setup_get_activate', 'request_info', 'account']","{'date': {'value': 'tomorrow', 'span': [43, 51], 'norm_value': {'day': 16, 'month': 3, 'year': 2022}}}"
how much did i pay for amex recently,"['how_much', 'transfer_payment_deposit']","{'date_period': {'value': 'recently', 'span': [28, 36], 'norm_values': {'type': 'ambiguous'}}, 'company_name': {'value': 'amex', 'span': [23, 27], 'norm_value': 'amex'}}"
"I know it's a small amount of money, but I want that 40€ back!",['refund'],"{'amount_of_money': {'value': '40€', 'span': [53, 56], 'norm_value': {'amount': 40.0, 'currency': 'EUR'}}}"
Did I buy anything at Godaddy this month,['request_info'],"{'date_period': {'value': 'this month', 'span': [30, 40], 'norm_values': {'type': 'absolute', 'from': {'day': 1, 'month': 3, 'year': 2022}, 'to': {'day': 31, 'month': 3, 'year': 2022}}}, 'company_name': {'value': 'Godaddy', 'span': [22, 29], 'norm_value': 'Godaddy'}}"
can i open a current account under the name aliah,"['current', 'make_open_apply_setup_get_activate', 'account']","{'person_name': {'value': 'aliah', 'span': [44, 49], 'norm_value': 'aliah'}}"
Can you tell me which payees I have saved?,['request_info'],
I'm planning to come on Sunday,,"{'date_from': {'value': 'Sunday', 'span': [24, 30], 'norm_value': {'day': 20, 'month': 3, 'year': 2022}}}"
please change it to $800,['change'],"{'amount_of_money': {'value': '$800', 'span': [20, 24], 'norm_value': {'amount': 800.0, 'currency': 'USD'}}}"
thanks get me an appointment,"['appointment', 'thank', 'make_open_apply_setup_get_activate']",
We are 2 adults and 2 children.,,"{'kids': {'value': '2', 'span': [20, 21], 'norm_value': 2}, 'adults': {'value': '2', 'span': [7, 8], 'norm_value': 2}}"
current please,['current'],
i overslept and will need to check out late,"['check_out', 'more_higher_after']",
I think I got that. Another question - How much can I increase my limit to?,"['how_much', 'limits', 'change', 'more_higher_after', 'acknowledge']",
I need to change my the number of nights,['change'],
I'd like to top up my virtual card,"['card', 'make_open_apply_setup_get_activate', 'transfer_payment_deposit']",
could i get a loan for 11 years?,"['request_info', 'make_open_apply_setup_get_activate', 'loan']","{'date_period': {'value': '11 years', 'span': [23, 31], 'norm_values': {'type': 'relative', 'days': 4015}}}"
"Just increase the limit, yes","['affirm', 'change', 'limits', 'more_higher_after']",
nope never,['deny'],
I paid by card but contactless,"['contactless', 'transfer_payment_deposit', 'card']",
can I extend my loan for a year,"['more_higher_after', 'loan', 'change']","{'date_period': {'value': 'a year', 'span': [25, 31], 'norm_values': {'type': 'relative', 'days': 365}}}"
i will be leaving at 18 30 evening three days after,,"{'time_to': {'value': '18 30 evening', 'span': [21, 34], 'norm_value': {'hour': 18, 'minute': 30}}}"
6 it is,,"{'number': {'value': '6', 'span': [0, 1], 'norm_value': 6}}"
repeat please,['repeat'],
"Yes, it's about a cheque","['cheque', 'affirm']",
"Hi, I asked for a refund but it hasnt arrived to my address","['refund', 'greet', 'wrong_notworking_notshowing']",
im trying to cash out a cheque but it doesnt seem to work,"['cheque', 'wrong_notworking_notshowing', 'transfer_payment_deposit']",
"Frankly, you're charging too much for international money transfers.","['international', 'transfer_payment_deposit', 'fees_interests']",
we might be arriving today already and will stay for several nights.,,"{'date': {'value': 'today', 'span': [21, 26], 'norm_value': {'day': 15, 'month': 3, 'year': 2022}}}"
"He's not sure yet, but probably on Saturday next week",['dont_know'],"{'date': {'value': 'Saturday next week', 'span': [35, 53], 'norm_value': {'day': 26, 'month': 3, 'year': 2022}}}"
I don't think we'll make it to the check out time,"['check_out', 'wrong_notworking_notshowing']",
How long does it usually take to get a new pin?,"['how_long', 'pin', 'arrival', 'new']",
Is it allowed to pay contactless also overseas?,"['contactless', 'international', 'request_info', 'transfer_payment_deposit']",
spa team please,"['handoff', 'spa']",
can i set a direct debit with a company from another country?,"['request_info', 'international', 'direct_debit', 'make_open_apply_setup_get_activate']",
"Have you got any availability between 17th May to 21st May, we are three for a four night stay","['booking', 'make_open_apply_setup_get_activate']","{'date_period': {'value': 'four night', 'span': [79, 89], 'norm_values': {'type': 'relative', 'days': 4}}, 'date_from': {'value': '17th May', 'span': [38, 46], 'norm_value': {'day': 17, 'month': 5, 'year': 2022}}, 'date_to': {'value': '21st May', 'span': [50, 58], 'norm_value': {'day': 21, 'month': 5, 'year': 2022}}, 'people': {'value': 'three', 'span': [67, 72], 'norm_value': 3}}"
"I want those 30 pounds back, put me through with a bank worker!","['refund', 'handoff']","{'amount_of_money': {'value': '30 pounds', 'span': [13, 22], 'norm_value': {'amount': 30.0, 'currency': 'GBP'}}}"
Any reason for my card not working for online payments?,"['why', 'card', 'wrong_notworking_notshowing', 'transfer_payment_deposit']",
Create 6 new standing orders.,"['make_open_apply_setup_get_activate', 'standing_order', 'new']","{'number': {'value': '6', 'span': [7, 8], 'norm_value': 6}}"
for jodie bienaime,,"{'person_name': {'value': 'jodie bienaime', 'span': [4, 18], 'norm_value': 'jodie bienaime'}}"
Good day,['greet'],
me and my son and daughter,,"{'kids': {'value': 'my son and daughter', 'span': [7, 26], 'norm_value': 2}, 'adults': {'value': 'me', 'span': [0, 2], 'norm_value': 1}}"
tomorrow,,"{'date': {'value': 'tomorrow', 'span': [0, 8], 'norm_value': {'day': 16, 'month': 3, 'year': 2022}}}"
"Where can I get more info on your loans, mortgages and ISA savings?","['request_info', 'loan', 'mortgage', 'savings']",
What is the address you have in my details?,['request_info'],
Why is my request on the savings account for a larger overdraft still pending?,"['wrong_notworking_notshowing', 'account', 'overdraft', 'why', 'more_higher_after', 'savings']",
"No matter what I tried, contactless payments do not work via your stupid app, and I'd like to close the account.","['cancel_close_leave_freeze', 'contactless', 'account', 'transfer_payment_deposit', 'wrong_notworking_notshowing']",
"bye, see you later",['end_call'],
till tomorrow,,"{'date_to': {'value': 'tomorrow', 'span': [5, 13], 'norm_value': {'day': 16, 'month': 3, 'year': 2022}}}"
we are 4 adults and 9 kids,,"{'kids': {'value': '9', 'span': [20, 21], 'norm_value': 9}, 'adults': {'value': '4', 'span': [7, 8], 'norm_value': 4}}"
"good morning, i need to cancel a direct debit that I set up with prufrock last Monday","['greet', 'cancel_close_leave_freeze', 'direct_debit']","{'date': {'value': 'last Monday', 'span': [74, 85], 'norm_value': {'day': 14, 'month': 3, 'year': 2022}}, 'company_name': {'value': 'prufrock', 'span': [65, 73], 'norm_value': 'prufrock'}}"
"Great, much appreciated!","['thank', 'acknowledge']",
this is my first mortgage so some more info on fees would be helpful,"['mortgage', 'request_info', 'fees_interests']",
"Yes, tell me about that","['affirm', 'request_info']",
its a debit one,['debit'],
my contactless card payments haven't been working since last month,"['contactless', 'card', 'transfer_payment_deposit', 'wrong_notworking_notshowing']","{'date_from': {'value': 'last month', 'span': [56, 66], 'norm_value': {'day': 1, 'month': 2, 'year': 2022}}}"
want to book a room with balcony or terrace.,"['room_ammenities', 'make_open_apply_setup_get_activate', 'booking']","{'rooms': {'value': 'a room', 'span': [13, 19], 'norm_value': 1}}"
I would like to stay for a fortnight in the cheapest room you have,"['make_open_apply_setup_get_activate', 'booking']","{'date_period': {'value': 'a fortnight', 'span': [25, 36], 'norm_values': {'type': 'relative', 'days': 14}}}"
My card is not working contactless.,"['card', 'contactless', 'wrong_notworking_notshowing']",
i already have it,['existing'],
i cant take cash from an atm with my card,"['wrong_notworking_notshowing', 'card', 'withdrawal']",
I can't find my card right now so I hope they accept cash or cheques.,"['cheque', 'lost_stolen', 'card']",
Why did I get a message saying my payment was declined?,"['wrong_notworking_notshowing', 'transfer_payment_deposit', 'why']",
i dont know where my card is! help!,"['lost_stolen', 'card']",
"Goodbye, my virtual friend!",['end_call'],
"that's not right, I actually want to send that money to someone else...","['deny', 'transfer_payment_deposit']",
Can I pay with direct debit?,"['direct_debit', 'transfer_payment_deposit', 'request_info']",
how much did my wife spend in Godaddy's webshop last week Monday,"['how_much', 'transfer_payment_deposit']","{'date': {'value': 'last week Monday', 'span': [48, 64], 'norm_value': {'day': 7, 'month': 3, 'year': 2022}}, 'company_name': {'value': 'Godaddy', 'span': [30, 37], 'norm_value': 'Godaddy'}}"
What was the balance on my current account before my salary for March?,"['how_much', 'balance', 'current', 'account', 'less_lower_before']","{'date': {'value': 'March', 'span': [64, 69], 'norm_value': {'day': 1, 'month': 3, 'year': 2022}}}"
it will be 7,,"{'number': {'value': '7', 'span': [11, 12], 'norm_value': 7}}"
"The card is just not working and that's it, can I talk to somebody else?","['card', 'wrong_notworking_notshowing', 'handoff']",
Who did I pay the most this past month,"['request_info', 'more_higher_after', 'transfer_payment_deposit']","{'date_period': {'value': 'past month', 'span': [28, 38], 'norm_values': {'type': 'absolute', 'from': {'day': 1, 'month': 2, 'year': 2022}, 'to': {'day': 28, 'month': 2, 'year': 2022}}}}"
i want to remortgage.,"['mortgage', 'make_open_apply_setup_get_activate']",
"no, I don't need a stove in the room.","['deny', 'room_ammenities']",
i can't afford my mortgage payments because of the virus,"['mortgage', 'deny', 'transfer_payment_deposit']",
No,['deny'],
make a payment of 962$ to keandre yamaguchi,"['make_open_apply_setup_get_activate', 'transfer_payment_deposit']","{'amount_of_money': {'value': '962$', 'span': [18, 22], 'norm_value': {'amount': 962.0, 'currency': 'USD'}}, 'person_name': {'value': 'keandre yamaguchi', 'span': [26, 43], 'norm_value': 'keandre yamaguchi'}}"
Where can I see the balance of my disposable card?,"['balance', 'card', 'request_info']",
9 adults for 7 nights from Sunday,,"{'date_period': {'value': '7 nights', 'span': [13, 21], 'norm_values': {'type': 'relative', 'days': 7}}, 'date_from': {'value': 'Sunday', 'span': [27, 33], 'norm_value': {'day': 20, 'month': 3, 'year': 2022}}, 'adults': {'value': '9', 'span': [0, 1], 'norm_value': 9}}"
i would like be able to use overdraft in my account till Dec 8,"['overdraft', 'make_open_apply_setup_get_activate', 'account']","{'date_to': {'value': 'Dec 8', 'span': [57, 62], 'norm_value': {'day': 8, 'month': 12, 'year': 2022}}}"
For a new payee,,
Is there any limit to how much money I can transfer?,"['limits', 'transfer_payment_deposit', 'request_info']",
"There's something wrong with my savings account, I tried to open it but nothing happens","['wrong_notworking_notshowing', 'savings', 'account']",
I need to make a reservation for my mom,"['make_open_apply_setup_get_activate', 'booking']","{'adults': {'value': 'my mom', 'span': [33, 39], 'norm_value': 1}}"
"i tried to do a withdrawal with my contactless card and it didnt work, funny enough my physical card also didnt work!","['card', 'wrong_notworking_notshowing', 'contactless', 'withdrawal']",
book in 2 days for 2 nights,"['booking', 'make_open_apply_setup_get_activate']","{'date_period': {'value': '2 nights', 'span': [19, 27], 'norm_values': {'type': 'relative', 'days': 2}}, 'date_from': {'value': 'in 2 days', 'span': [5, 14], 'norm_value': {'day': 17, 'month': 3, 'year': 2022}}}"
Pass me to a human please,['handoff'],
"Yes, I paid with my debit card","['debit', 'affirm', 'card', 'transfer_payment_deposit']",
why are your fees on cash withdrawals abroad getting higher and higher?,"['why', 'fees_interests', 'withdrawal', 'more_higher_after', 'international']",
Show my take out spend on September 2023,"['how_much', 'transfer_payment_deposit']","{'date_period': {'value': 'September 2023', 'span': [26, 40], 'norm_values': {'type': 'absolute', 'from': {'day': 1, 'month': 9, 'year': 2023}, 'to': {'day': 30, 'month': 9, 'year': 2023}}}, 'shopping_category': {'value': 'take out', 'span': [8, 16], 'norm_value': 'take out'}}"
can i use my credit card in another country?,"['card', 'international', 'credit', 'request_info']",
How much more than this month?,"['more_higher_after', 'how_much']","{'date_period': {'value': 'this month', 'span': [19, 29], 'norm_values': {'type': 'absolute', 'from': {'day': 1, 'month': 3, 'year': 2022}, 'to': {'day': 31, 'month': 3, 'year': 2022}}}}"
"Somebody stole my card in Zadar this morning, how can I block it?","['lost_stolen', 'cancel_close_leave_freeze', 'card', 'international', 'how']","{'date': {'value': 'this morning', 'span': [32, 44], 'norm_value': {'day': 15, 'month': 3, 'year': 2022}}}"
im very grateful,['thank'],
18 December 2020,,"{'date': {'value': '18 December 2020', 'span': [0, 16], 'norm_value': {'day': 18, 'month': 12, 'year': 2020}}}"
why was my card top up declined?,"['wrong_notworking_notshowing', 'card', 'why', 'transfer_payment_deposit']",
"Yes, Apr 22nd is correct.",['affirm'],"{'date': {'value': 'Apr 22nd', 'span': [5, 13], 'norm_value': {'day': 22, 'month': 4, 'year': 2022}}}"
I want to change my limit,"['change', 'limits']",
"I already told you there isn't any active standing order. i dont want to talk to you, give me human","['deny', 'standing_order', 'handoff']",
Do I need to write my address on the other side of the cheque?,"['request_info', 'cheque']",
I want to change one,['change'],
Is my videogames spend more than usual,"['request_info', 'more_higher_after', 'transfer_payment_deposit']","{'shopping_category': {'value': 'videogames', 'span': [6, 16], 'norm_value': 'videogames'}}"
"If you don't help me, I might just withdraw all the money I've got and go somewhere else.",['cancel_close_leave_freeze'],
"I'd like to rebook for a later date, say, Wednesday 26th October","['change', 'more_higher_after', 'booking']","{'date_from': {'value': 'Wednesday 26th October', 'span': [42, 64], 'norm_value': {'day': 26, 'month': 10, 'year': 2022}}}"
What information do you have on mortgages?,"['mortgage', 'request_info']",
see ya!,['end_call'],
I’d like a family room for two adults and a child.,,"{'kids': {'value': 'a child', 'span': [42, 49], 'norm_value': 1}, 'adults': {'value': 'two', 'span': [27, 30], 'norm_value': 2}, 'rooms': {'value': 'a family room', 'span': [9, 22], 'norm_value': 1}}"
do you have a lost and found,['lost_stolen'],
"nope, i asked for a refund but its not showing in my account","['refund', 'wrong_notworking_notshowing', 'account', 'deny']",
Why did you charge me $7.5 for the SWIFT transfer I made last week?,"['why', 'transfer_payment_deposit', 'fees_interests', 'international']","{'date_period': {'value': 'last week', 'span': [57, 66], 'norm_values': {'type': 'absolute', 'from': {'day': 7, 'month': 3, 'year': 2022}, 'to': {'day': 13, 'month': 3, 'year': 2022}}}, 'amount_of_money': {'value': '$7.5', 'span': [22, 26], 'norm_value': {'amount': 7.5, 'currency': 'USD'}}}"
i tried to change my pin but now its back to the previous one,"['pin', 'wrong_notworking_notshowing', 'change']",
"yeah, no problem freezing that card, I'm not using it anyhow...","['affirm', 'cancel_close_leave_freeze', 'card']",
from Thursday until Wednesday,,"{'date_from': {'value': 'Thursday', 'span': [5, 13], 'norm_value': {'day': 17, 'month': 3, 'year': 2022}}, 'date_to': {'value': 'Wednesday', 'span': [20, 29], 'norm_value': {'day': 16, 'month': 3, 'year': 2022}}}"
"ok, so what time is check in again","['when', 'check_in', 'acknowledge']",
do you offer waxing?,"['request_info', 'spa']",
cancel the standing order i set up this morning,"['cancel_close_leave_freeze', 'standing_order']","{'date': {'value': 'this morning', 'span': [35, 47], 'norm_value': {'day': 15, 'month': 3, 'year': 2022}}}"
I have a question about my business acc.,"['account', 'business', 'request_info']",
When is my next standing order to waitrose due?,"['when', 'standing_order']","{'company_name': {'value': 'waitrose', 'span': [34, 42], 'norm_value': 'waitrose'}}"
was my spending in haircut lower than $700,"['less_lower_before', 'request_info', 'transfer_payment_deposit']","{'amount_of_money': {'value': '$700', 'span': [38, 42], 'norm_value': {'amount': 700.0, 'currency': 'USD'}}, 'shopping_category': {'value': 'haircut', 'span': [19, 26], 'norm_value': 'haircut'}}"
i did it but it seems that it is not completed yet,['wrong_notworking_notshowing'],
contactless on my debit card is just useless and does not work,"['contactless', 'debit', 'card', 'wrong_notworking_notshowing']",
"that's amazing thanks, can you also cancel that payment of 999.43 euros to uber eats? I think I did it on May 25?","['transfer_payment_deposit', 'cancel_close_leave_freeze', 'thank']","{'date': {'value': 'May 25', 'span': [106, 112], 'norm_value': {'day': 25, 'month': 5, 'year': 2022}}, 'amount_of_money': {'value': '999.43 euros', 'span': [59, 71], 'norm_value': {'amount': 999.43, 'currency': 'EUR'}}, 'company_name': {'value': 'uber eats', 'span': [75, 84], 'norm_value': 'uber eats'}}"
What pets are allowed,"['request_info', 'pets']",
"No, you don't transfer me to operator","['deny', 'handoff']",
